stem,n_residues,best_target_rep,best_target_split,best_alntmscore,best_qtmscore,best_train_target_rep,best_train_alntmscore,best_train_qtmscore,best_train_fident,tm_field,n_hits_tm_ge_fold,n_train_hits_tm_ge_fold,verdict,fold_tm,redundant_tm,foldseek_version,db_snapshot_tag
5566bc11a0f6c386efdacfd182574fad,169,A0A4U5VFU5,train,0.9321,0.9268,A0A4U5VFU5,0.9321,0.9268,0.2,qtmscore,74,73,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566bccf0cd32d31ce62473ac2ec41ac,170,A0A6G1L8M6,train,0.8556,0.851,A0A6G1L8M6,0.8556,0.851,0.096,qtmscore,96,94,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566bd72b49624896b881ee433ac6e95,169,A0A1E4BBG4,train,0.9032,0.6417,A0A1E4BBG4,0.9032,0.6417,0.335,qtmscore,14,14,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566bdd673af536c4ec120fc40c23153,169,A0A1W9GPG3,train,0.451,0.4066,A0A1W9GPG3,0.451,0.4066,0.031,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c06d2ae9f7d6c74d70c8e5f2af8f,173,A0A6A3J178,train,0.7905,0.6865,A0A6A3J178,0.7905,0.6865,0.092,qtmscore,250,244,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c07872f9e21fa072c16a3fdc5b37,171,A0A1H7FU35,train,0.6659,0.6461,A0A1H7FU35,0.6659,0.6461,0.15,qtmscore,63,62,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c08576274a7a03144a45463ca68a,172,A0A1X2GGQ0,train,0.4461,0.4061,A0A1X2GGQ0,0.4461,0.4061,0.008,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c15b2f11f290de9ad0ae33f6e5a8,169,A0A2E8HUA7,train,0.7941,0.7822,A0A2E8HUA7,0.7941,0.7822,0.394,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c19ad65bb216b0fc0a6f006ac409,170,A0A2V9SVX9,train,0.7876,0.576,A0A2V9SVX9,0.7876,0.576,0.38,qtmscore,9,9,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c1ce308d770b019406cc6d10587c,173,A0A4P5WZH3,train,0.4653,0.4213,A0A4P5WZH3,0.4653,0.4213,0.025,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c2767a61cc0e5ca2ed1ff61d875d,169,A0A3P9KMS1,train,0.7048,0.7011,A0A3P9KMS1,0.7048,0.7011,0.085,qtmscore,131,126,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c2f6ed11e1d5941dd228cbc5a640,173,A0A7J3TA90,train,0.7568,0.7264,A0A7J3TA90,0.7568,0.7264,0.118,qtmscore,30,30,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c45c044616094c31abf01d1bb623,172,W4GN29,train,0.6073,0.5985,W4GN29,0.6073,0.5985,0.104,qtmscore,8,8,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c56971f7dac9ac6e754a49f55242,171,A0A2G6EA95,train,0.9845,0.9447,A0A2G6EA95,0.9845,0.9447,0.512,qtmscore,173,167,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c60eec1bd42b4f3cb84284c20507,171,K0S2X9,train,0.4739,0.4607,K0S2X9,0.4739,0.4607,0.025,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c7abcdb5d060e607e61d96834bf8,171,A0A7Y6MP93,train,0.5219,0.5026,A0A7Y6MP93,0.5219,0.5026,0.052,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c7fc035f23ed0ef028233338fa57,169,A0A4T0NM85,train,0.7089,0.5736,A0A4T0NM85,0.7089,0.5736,0.136,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566c95a1afc9259feefb70a1bee2864,171,A0A7D9LKR7,train,0.8395,0.8258,A0A7D9LKR7,0.8395,0.8258,0.186,qtmscore,149,145,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566ca390c54a3f176d3c1beb3622cf1,172,V2YHG2,train,0.6751,0.4315,V2YHG2,0.6751,0.4315,0.169,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566ca9fff3d874bf82a9edac39bdb1a,169,A0A0V1EBL5,train,0.478,0.4037,A0A0V1EBL5,0.478,0.4037,0.029,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566cb41057983677c01133eedb6a065,172,A0A286UXL5,train,0.4307,0.3813,A0A286UXL5,0.4307,0.3813,0.012,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566cb71a16f3766de4a647f715f8186,173,A0A3P3RAN5,train,0.8326,0.8284,A0A3P3RAN5,0.8326,0.8284,0.043,qtmscore,45,45,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566cb969b3f1f20ca1f2e308d0380ea,173,A0A498LLZ7,train,0.5522,0.52,A0A498LLZ7,0.5522,0.52,0.03,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566cbb240bc4bb1e9daa1f8f1a666dd,170,A0A671S2I3,train,0.597,0.564,A0A671S2I3,0.597,0.564,0.064,qtmscore,19,19,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566cc97474bae71cca04f4315d1acc1,171,A0A419DC83,train,0.7228,0.6351,A0A419DC83,0.7228,0.6351,0.222,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566ccef6d6a5fe8a6062ccd31c6d8f3,169,A0A836CEF4,train,0.6738,0.667,A0A836CEF4,0.6738,0.667,0.093,qtmscore,82,78,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566ce85694c637ed55c473b30b6e8dd,173,A0A2V9SUF1,train,0.9072,0.8323,A0A2V9SUF1,0.9072,0.8323,0.279,qtmscore,30,30,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566cfe4a33ed0c00142a145356479b2,172,A0A556QJZ6,train,0.7175,0.4856,A0A556QJZ6,0.7175,0.4856,0.024,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d082d555bd6e929e20b9f02f1565,173,A0A7T9I462,train,0.8973,0.8925,A0A7T9I462,0.8973,0.8925,0.172,qtmscore,189,183,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d1eb6c7159755dc5725723b36e59,172,A0A6H9LRN2,train,0.9426,0.9373,A0A6H9LRN2,0.9426,0.9373,0.204,qtmscore,70,68,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d2526fbaf71ec682705c4091cf60,173,A0A3D3W073,train,0.683,0.6656,A0A3D3W073,0.683,0.6656,0.172,qtmscore,118,117,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d3181c869dcc8cf5e68ebb512e55,173,A0A4V2EAN8,train,0.8226,0.6154,A0A4V2EAN8,0.8226,0.6154,0.119,qtmscore,12,12,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d31c93ed4a65b5f02d7a080da74d,171,A0A2T7EB28,train,0.9371,0.9162,A0A2T7EB28,0.9371,0.9162,0.379,qtmscore,115,113,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d41df5c304b713826bba84163398,169,A0A7D9IBP8,train,0.7521,0.7481,A0A7D9IBP8,0.7521,0.7481,0.096,qtmscore,168,164,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d589bd5817479122aef7b1a98b21,169,A0A7V3UYG1,train,0.9537,0.8877,A0A7V3UYG1,0.9537,0.8877,0.45,qtmscore,223,219,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d67d31d00830fe281a5590fb9d23,171,A0A7Z9KG39,train,0.9838,0.9781,A0A7Z9KG39,0.9838,0.9781,0.584,qtmscore,58,56,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d7e8138dda137334c074518e3b0c,172,A0A370B9J8,train,0.836,0.7944,A0A370B9J8,0.836,0.7944,0.344,qtmscore,21,21,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d81d2b5cb4607f607f502fe5ebaa,170,A0A7J7BJ70,test,0.8728,0.8589,A0A2S9Q2L9,0.8679,0.7918,0.331,qtmscore,36,35,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d86b233c51b61dbac925077840fb,171,A0A4S2LJT9,train,0.576,0.556,A0A4S2LJT9,0.576,0.556,0.055,qtmscore,20,20,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566d9ed8f75c365550c9be46b43b548,173,A0A1H9RF21,train,0.9576,0.9522,A0A1H9RF21,0.9576,0.9522,0.376,qtmscore,266,264,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566daa15e306abd453acc0bcbe303a7,169,A0A4Q0ZRE9,train,0.924,0.9136,A0A4Q0ZRE9,0.924,0.9136,0.317,qtmscore,40,39,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566db03062b6d5f8cfbb4664474ee94,170,A0A3M1XJD0,train,0.7174,0.6732,A0A3M1XJD0,0.7174,0.6732,0.072,qtmscore,60,58,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566dbbd7490bb3a8cd3c5350b8d767e,172,A0A7X7IED3,train,0.6245,0.613,A0A7X7IED3,0.6245,0.613,0.034,qtmscore,22,22,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566dc522acb2745a51a0cbe5dc1380f,169,A0A5C2HQQ5,train,0.8087,0.8044,A0A5C2HQQ5,0.8087,0.8044,0.235,qtmscore,166,164,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566dcac4e8cf1d3e6d095e72c57118e,172,A0A367KBY3,train,0.753,0.6848,A0A367KBY3,0.753,0.6848,0.123,qtmscore,51,51,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566dcb4957c04de2157d7ab41fc9422,169,A0A0J1EJD6,train,0.6659,0.6497,A0A0J1EJD6,0.6659,0.6497,0.033,qtmscore,49,48,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566dcee9f2135d3822e971aa5187f2a,170,W0VDQ7,train,0.9022,0.7258,W0VDQ7,0.9022,0.7258,0.235,qtmscore,43,43,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566de605f23c87292eb26288fd950d8,169,A0A7Y5N2H9,train,0.8098,0.801,A0A7Y5N2H9,0.8098,0.801,0.097,qtmscore,226,220,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
5566deb863e062cdf7b28833d824c5cf,171,A0A3C0J3P0,train,0.6888,0.6604,A0A3C0J3P0,0.6888,0.6604,0.043,qtmscore,19,19,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac874d85bd13d7a3c893f55e8de38f,235,A0A2E7W7P8,train,0.6774,0.6568,A0A2E7W7P8,0.6774,0.6568,0.119,qtmscore,12,11,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac8767ce6baaf047d30e2ba953faa7,240,A0A7C0WEI1,train,0.7787,0.7649,A0A7C0WEI1,0.7787,0.7649,0.137,qtmscore,119,118,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac8850fd16aff16dae960ae1161008,240,A0A5N5D4Z7,train,0.7066,0.6858,A0A5N5D4Z7,0.7066,0.6858,0.042,qtmscore,66,66,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac8874f5c3c608f72cef0681b99d8b,239,A0A7V2W551,train,0.7223,0.5546,A0A7V2W551,0.7223,0.5546,0.157,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac88cd8b633586bd8f2e3707c8f987,241,A0A3S0CVA5,train,0.9094,0.8448,A0A3S0CVA5,0.9094,0.8448,0.278,qtmscore,25,24,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac892b91ba49052c626737ea9e9ed8,243,A0A3A6PC90,train,0.9608,0.957,A0A3A6PC90,0.9608,0.957,0.4,qtmscore,25,25,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac89bc3c025bb51ea0b76d92b0e8b2,239,A0A2U3LAK7,train,0.8088,0.7751,A0A2U3LAK7,0.8088,0.7751,0.173,qtmscore,52,51,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac8c06c93aac145162fcd02c0a37dc,237,A0A1T5N3Q0,train,0.7997,0.7879,A0A1T5N3Q0,0.7997,0.7879,0.116,qtmscore,283,273,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac8dd10a2c24f047ebfbd8eea4bcd8,244,A0A844QN80,train,0.3923,0.3654,A0A844QN80,0.3923,0.3654,0.012,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac8e49bb31a694909e9936365687f3,243,A0A6V8MW03,train,0.7616,0.7588,A0A6V8MW03,0.7616,0.7588,0.115,qtmscore,210,204,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac8ebdcc45ae1131aa537a4268d320,244,A0A7J7QSF0,train,0.7302,0.6764,A0A7J7QSF0,0.7302,0.6764,0.135,qtmscore,103,103,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac8f2ef9ff20b3517584b8610f34d3,238,A0A6J2X5I5,train,0.6591,0.6398,A0A6J2X5I5,0.6591,0.6398,0.11,qtmscore,38,35,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac8f42a2c407030e87815b62d7f580,245,A0A846LJ84,train,0.5982,0.5523,A0A846LJ84,0.5982,0.5523,0.084,qtmscore,10,9,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac910a15db3dd2962612b112d11f2c,243,A0A4V1ZQ78,train,0.9391,0.8763,A0A4V1ZQ78,0.9391,0.8763,0.202,qtmscore,33,33,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac91f55dd26a81f18bd22ee2f1074b,235,A0A3D3HCX1,train,0.9057,0.7177,A0A3D3HCX1,0.9057,0.7177,0.201,qtmscore,106,104,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac94188f0c8be4bb476bc0c027e7dc,238,A0A812XJA0,train,0.8712,0.8678,A0A812XJA0,0.8712,0.8678,0.118,qtmscore,145,142,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac94595039805225f59f3734a34a3b,234,A0A150G6Y9,train,0.7871,0.615,A0A150G6Y9,0.7871,0.615,0.025,qtmscore,26,26,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9546364c80bd07d4253f8094cc1c,238,R6WL49,train,0.9359,0.9246,R6WL49,0.9359,0.9246,0.319,qtmscore,293,287,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac95be70bd8ec1ef28cdffb17f57bd,234,A0A5A7WRW4,train,0.9084,0.7611,A0A5A7WRW4,0.9084,0.7611,0.27,qtmscore,19,19,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9715d3b3028a7a017599cd140b73,237,A0A3C0Q8H0,train,0.8343,0.8311,A0A3C0Q8H0,0.8343,0.8311,0.072,qtmscore,172,166,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac972f5a97060e692f363ff6038404,239,A0A1M3E8N4,train,0.4384,0.382,A0A1M3E8N4,0.4384,0.382,0.007,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac977f5788cc2e7fbf16a7f21a9ca6,235,A0A7V6R8I2,train,0.9659,0.9458,A0A7V6R8I2,0.9659,0.9458,0.383,qtmscore,286,279,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac980ffcac35bcc92a6f69face4aaa,243,A0A6N1DLE9,train,0.9326,0.8251,A0A6N1DLE9,0.9326,0.8251,0.373,qtmscore,15,15,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac986e4be0173c72fd1406d657482a,237,C9LWF9,train,0.9597,0.8811,C9LWF9,0.9597,0.8811,0.351,qtmscore,40,40,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9898fff4c907605ff6dc319d1dc5,243,A0A7D5M8V5,train,0.803,0.7095,A0A7D5M8V5,0.803,0.7095,0.112,qtmscore,11,11,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9929c26895859a33acb23dccb414,245,A0A6N8JQ79,train,0.9383,0.9347,A0A6N8JQ79,0.9383,0.9347,0.188,qtmscore,41,38,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9a482ce37f0644d19084be48e2ba,234,A0A352IEN7,train,0.9072,0.8182,A0A352IEN7,0.9072,0.8182,0.258,qtmscore,18,18,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9b5a662a398e39f23b3b46820316,245,A0A2V5W9B1,train,0.7482,0.705,A0A2V5W9B1,0.7482,0.705,0.108,qtmscore,158,155,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9bd7beae4f339a7cba33aef857d0,243,A0A7W1C1Q7,train,0.8652,0.8118,A0A7W1C1Q7,0.8652,0.8118,0.207,qtmscore,36,36,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9c08a22fad87195d1b5db250326c,245,A0A1Q2YLJ5,train,0.8644,0.7941,A0A1Q2YLJ5,0.8644,0.7941,0.221,qtmscore,17,17,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9c5eaee69c1372676688dbf68bb8,237,A0A4U2Q1R7,train,0.6113,0.5576,A0A4U2Q1R7,0.6113,0.5576,0.39,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9f0fc906e59097294dcddf243d50,236,A0A3M8WNC0,train,0.9434,0.9396,A0A3M8WNC0,0.9434,0.9396,0.174,qtmscore,294,286,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9f1fd52bc86fd0608b6b63e27ae1,235,A0A0G0LRZ6,train,0.972,0.9517,A0A0G0LRZ6,0.972,0.9517,0.534,qtmscore,49,47,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9f67e0787f227516b9b4ede4011c,242,A0A7J4AAV3,train,0.6667,0.6078,A0A7J4AAV3,0.6667,0.6078,0.011,qtmscore,24,24,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59ac9fb8313cfe699ccba8fd7eb0d529,234,A0A5C7LFA9,train,0.682,0.6127,A0A5C7LFA9,0.682,0.6127,0.07,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca13b6dcf8da9ec73f8c72bf3e112,244,A0A7S3VXX2,train,0.8493,0.7224,A0A7S3VXX2,0.8493,0.7224,0.308,qtmscore,122,119,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca214c62f8b77c10ea32c96e3f6b7,240,A0A0V0HZG9,train,0.9531,0.9492,A0A0V0HZG9,0.9531,0.9492,0.285,qtmscore,13,13,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca2596b312f46ebdb1c442af8608e,237,A0A1Q7D747,train,0.608,0.5823,A0A1Q7D747,0.608,0.5823,0.032,qtmscore,17,17,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca367cdfaad9a022fa8bfb5e77c4c,242,A0A318EHA4,train,0.5551,0.5453,A0A318EHA4,0.5551,0.5453,0.05,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca3f037b5cf5c5081ad1f01b295c8,244,A0A660LJW1,train,0.5958,0.5352,A0A660LJW1,0.5958,0.5352,0.113,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca644ca17bea2d16173636f277cb4,242,A0A2D9QM08,train,0.8379,0.8346,A0A2D9QM08,0.8379,0.8346,0.208,qtmscore,128,128,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca64a43515927c6cd7421d6d9cafe,240,A0A4U1H0U7,train,0.7186,0.7132,A0A4U1H0U7,0.7186,0.7132,0.163,qtmscore,18,18,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca7b62852d61d7ee11645eb8a6e93,240,A0A024UF00,train,0.4166,0.397,A0A024UF00,0.4166,0.397,0.099,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca9bc51c3eedb605fa4fa6d2737c1,241,A0A1F9Y778,train,0.8095,0.7844,A0A1F9Y778,0.8095,0.7844,0.056,qtmscore,254,249,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59aca9eb45897df8b00b7f2ad5bc195d,234,A0A3M2BCU7,train,0.9584,0.9504,A0A3M2BCU7,0.9584,0.9504,0.459,qtmscore,237,231,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59acaa7261f2aaa178958505e53d681b,237,A0A6V8HJG0,train,0.4809,0.4081,A0A6V8HJG0,0.4809,0.4081,0.033,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59acaa8504a33591b24d426b8a7045c1,235,A0A1W1C470,train,0.7846,0.7026,A0A1W1C470,0.7846,0.7026,0.259,qtmscore,19,19,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59acaac281a1cc2463aeb8712ae3790e,239,A0A0F6YGL9,train,0.563,0.4804,A0A0F6YGL9,0.563,0.4804,0.071,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59acac3059988477aa9144ac8814b612,238,A0A358X5H1,train,0.8322,0.829,A0A358X5H1,0.8322,0.829,0.103,qtmscore,107,104,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59acac684670552951cbdb98b6937f4d,239,A0A6S8B526,train,0.8763,0.8215,A0A6S8B526,0.8763,0.8215,0.196,qtmscore,25,25,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59acaeb8b1569b42bd47f853e892a09e,237,A0A7S1G269,train,0.8681,0.8544,A0A7S1G269,0.8681,0.8544,0.247,qtmscore,46,46,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
59acaf7cac4d8428cc538619a29f761f,237,A0A1F4VBH8,train,0.5506,0.3639,A0A1F4VBH8,0.5506,0.3639,0.021,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
