stem,query,target,alntmscore,qtmscore,ttmscore,lddt,fident,alnlen,evalue
55665a0b821d0a872c61010a398fe5ee,55665a0b821d0a872c61010a398fe5ee,8kgo-assembly1_B,0.5545,0.4669,0.1272,0.4657,0.017,623,0.2813
55665a6080a319401a001607e05fb411,55665a6080a319401a001607e05fb411,7jh5-assembly1_A,0.6196,0.532,0.3473,0.5802,0.063,267,0.4178
55665b2aee0b5cbe3a4a3bb17f4e177a,55665b2aee0b5cbe3a4a3bb17f4e177a,5h98-assembly1_A,0.7678,0.752,0.6133,0.5977,0.115,200,0.6549
55665c64526be648dd6b37cc7d4728f4,55665c64526be648dd6b37cc7d4728f4,5zyn-assembly1_B,0.6081,0.5328,0.2066,0.6858,0.056,353,0.3603
55665db10d478b456d12effc4c0b6c39,55665db10d478b456d12effc4c0b6c39,5jki-assembly1_A,0.8176,0.8133,0.7071,0.7039,0.155,186,0.7318
55665df179be6b5fce34423249370f62,55665df179be6b5fce34423249370f62,3bfv-assembly2_B,0.8955,0.7423,0.5338,0.7304,0.16,168,0.6245
55665e134e1de99ce23420e4b61e33ca,55665e134e1de99ce23420e4b61e33ca,1rxq-assembly1_B,0.8794,0.8131,0.8002,0.6879,0.136,169,0.7838
55665e80aac20f11d750a9823719e764,55665e80aac20f11d750a9823719e764,7aav-assembly1_A,0.4149,0.3669,0.05567,0.4523,0.002,1634,0.193
55665f1a663a840f36e052c3164632f7,55665f1a663a840f36e052c3164632f7,3ihu-assembly2_B,0.8989,0.8016,0.6867,0.7764,0.468,158,0.7271
556660628a3b1cb61b4703b80e5d8b63,556660628a3b1cb61b4703b80e5d8b63,8iyj-assembly1_V1,0.8015,0.7856,0.3795,0.7565,0.03,262,0.5589
5566612a8c7e74648bec726d44ff076e,5566612a8c7e74648bec726d44ff076e,7zc6-assembly1_A,0.4824,0.4305,0.3975,0.3127,0.039,205,0.379
5566615e44b7c2ca8e66172879ad90ad,5566615e44b7c2ca8e66172879ad90ad,7uc6-assembly1_A,0.6237,0.6206,0.2149,0.5399,0.025,309,0.3993
5566618861d5e66e112f086007a6daac,5566618861d5e66e112f086007a6daac,4fak-assembly1_A-2,0.9061,0.8014,0.848,0.7856,0.233,167,0.8091
556662176c1fd8eb845f48f06a8263e3,556662176c1fd8eb845f48f06a8263e3,2qdl-assembly1_A,0.8382,0.7136,0.7891,0.6837,0.15,160,0.7259
55666226bea498969221ce10a50ad7af,55666226bea498969221ce10a50ad7af,8k42-assembly1_B,0.3847,0.3332,0.08209,0.5455,0.012,489,0.1912
55666239d2e4ca08f37a9101da00e857,55666239d2e4ca08f37a9101da00e857,8evb-assembly1_D,0.4398,0.4303,0.2096,0.4251,0.019,463,0.2918
556662833a7407dbfc0f55a12a3d1889,556662833a7407dbfc0f55a12a3d1889,7onk-assembly1_A,0.4145,0.4031,0.1618,0.3429,0.02,287,0.2647
5566634f330372c748e7e841edc520da,5566634f330372c748e7e841edc520da,5c22-assembly4_D,0.7664,0.6576,0.4448,0.8057,0.059,185,0.5355
55666436d0c98d6edf3b7880c1ec32ac,55666436d0c98d6edf3b7880c1ec32ac,8p36-assembly1_A,0.9424,0.8672,0.9141,0.8644,0.618,165,0.8794
556664c45ebfdcdde858f5b3de4e5eb4,556664c45ebfdcdde858f5b3de4e5eb4,7yuy-assembly1_F,0.5416,0.5391,0.08007,0.5067,0.005,1267,0.2907
556664f81ee6e288f0a8b4497b6ecc2d,556664f81ee6e288f0a8b4497b6ecc2d,3r0a-assembly1_A,0.6984,0.4165,0.5593,0.516,0.039,102,0.4615
556664f9715979c25356e70855ddaf8f,556664f9715979c25356e70855ddaf8f,3r0z-assembly1_A,0.569,0.5517,0.2538,0.4325,0.038,341,0.3785
55666576d09d6d00f7ae2cdcaea5f03e,55666576d09d6d00f7ae2cdcaea5f03e,7nsn-assembly1_A,0.7629,0.4781,0.06848,0.6453,0.046,151,0.2626
5566664f2d304b441003acbe9c9b619c,5566664f2d304b441003acbe9c9b619c,4fmb-assembly2_C,0.463,0.4014,0.2115,0.4171,0.027,401,0.2949
55666773bc1f181f7f2cc8a87b81dc4d,55666773bc1f181f7f2cc8a87b81dc4d,7onw-assembly1_A,0.4224,0.4205,0.1807,0.2805,0.028,391,0.2777
5566678ad5297c9fe299469ab4c531ea,5566678ad5297c9fe299469ab4c531ea,7zgm-assembly1_A,0.643,0.6017,0.1601,0.6448,0.098,244,0.3704
556667be29de42385e7aba775ee420ad,556667be29de42385e7aba775ee420ad,1rxq-assembly1_B,0.8617,0.8482,0.8439,0.7216,0.154,175,0.8157
5566682a82314f653012457026ea352f,5566682a82314f653012457026ea352f,7nyw-assembly1_B,0.4235,0.4133,0.1002,0.5552,0.008,487,0.243
55666917a159034c63c9d0f71ba227bf,55666917a159034c63c9d0f71ba227bf,5lj5-assembly1_A,0.3315,0.3214,0.03595,0.4786,0.003,1244,0.1639
55666936db1a9bf4c16283589967804f,55666936db1a9bf4c16283589967804f,2xb3-assembly1_A,0.8101,0.6887,0.7636,0.6549,0.132,159,0.6964
5566693bae57f109dde46af1cff0be40,5566693bae57f109dde46af1cff0be40,7tmv-assembly1_B,0.8496,0.6625,0.7246,0.6974,0.109,155,0.6721
5566694d83e804b1572232ee71ad61c0,5566694d83e804b1572232ee71ad61c0,6tgw-assembly1_D,0.8538,0.8344,0.304,0.8255,0.178,330,0.5618
55666a8fcaf2ab89dca261ed63796191,55666a8fcaf2ab89dca261ed63796191,7xj0-assembly1_D,0.4629,0.4457,0.1567,0.3694,0.008,582,0.2789
55666b8a98da11e34cd0b47c4df98a2c,55666b8a98da11e34cd0b47c4df98a2c,5wze-assembly1_A,0.8428,0.8381,0.3365,0.7535,0.326,205,0.5788
55666c70583ce9d9ff7ad9ab36bc9f5e,55666c70583ce9d9ff7ad9ab36bc9f5e,6k0a-assembly1_A,0.6235,0.4097,0.5326,0.4997,0.088,125,0.4387
55666c85f854bc0ca793b98930296139,55666c85f854bc0ca793b98930296139,5xns-assembly1_A,0.8684,0.8588,0.382,0.8312,0.176,215,0.6083
55666db007f250e802de8c291e2ba4b4,55666db007f250e802de8c291e2ba4b4,5zzj-assembly2_B,0.4962,0.4729,0.1958,0.3644,0.016,474,0.3088
55666df0cfac3142a5190c150a2e2460,55666df0cfac3142a5190c150a2e2460,5lw3-assembly1_A,0.8997,0.8089,0.374,0.7825,0.185,183,0.5857
55666ec2cf701c73971a17113122603e,55666ec2cf701c73971a17113122603e,3wqo-assembly1_B,0.8363,0.8059,0.5422,0.6625,0.131,205,0.652
55666efa2a730f473b666c23aa402f2e,55666efa2a730f473b666c23aa402f2e,8r0s-assembly1_A,0.8917,0.877,0.3316,0.7782,0.244,172,0.5912
55666fa35e5ebb315f609b24d1987454,55666fa35e5ebb315f609b24d1987454,8otz-assembly1_DW,0.7746,0.7406,0.4577,0.7622,0.082,206,0.5707
556670eb72bc776c89503634a5b22f94,556670eb72bc776c89503634a5b22f94,7usa-assembly1_A,0.426,0.4124,0.09436,0.2998,0.05,255,0.2322
556674a5b2b00b3d98601f8965a54f4f,556674a5b2b00b3d98601f8965a54f4f,1bxw-assembly1_A,0.8524,0.7041,0.7003,0.7207,0.144,173,0.6831
556675c0bb7ab44b7b79174deee7cab7,556675c0bb7ab44b7b79174deee7cab7,4lo7-assembly3_E,0.5126,0.5111,0.402,0.4735,0.04,245,0.4312
556676586adfff18713dcee4847258a9,556676586adfff18713dcee4847258a9,2l3f-assembly1_A,0.866,0.8102,0.8611,0.6538,0.299,167,0.8101
55667665419d2d643a39795e98c481c9,55667665419d2d643a39795e98c481c9,6drk-assembly1_A,0.5048,0.479,0.08397,0.4455,0.034,287,0.2636
5566769d8575edf48d45f0397c46fc76,5566769d8575edf48d45f0397c46fc76,4u1d-assembly1_C,0.5146,0.4747,0.2164,0.4709,0.033,331,0.3211
55667744c8abe796c5e55b9a66b4f5af,55667744c8abe796c5e55b9a66b4f5af,5tcx-assembly1_A,0.6395,0.582,0.49,0.5017,0.043,231,0.5075
5566783f9c1d354959a05bc31e989fb4,5566783f9c1d354959a05bc31e989fb4,8j07-assembly1_8G,0.6287,0.4939,0.2659,0.7869,0.014,284,0.3657
556679c9ecec953d9efce89661fc3724,556679c9ecec953d9efce89661fc3724,7qz1-assembly2_B-2,0.972,0.9665,0.4528,0.8774,0.295,176,0.7034
55667ae895dd7f203af1a3e16245c7e4,55667ae895dd7f203af1a3e16245c7e4,8qpk-assembly1_A,0.3985,0.3951,0.05084,0.3053,0.003,1227,0.2034
55667b167944da86f41d70b5b1fbf48d,55667b167944da86f41d70b5b1fbf48d,4gnk-assembly3_E,0.7533,0.5314,0.4027,0.6251,0.039,201,0.4478
55667b388fb1fff23595d69484778dd7,55667b388fb1fff23595d69484778dd7,6rlb-assembly1_A,0.5849,0.5556,0.1148,0.5433,0.028,208,0.32
55667c392abd9857fac6946f83bbd71f,55667c392abd9857fac6946f83bbd71f,8imx-assembly1_K,0.8798,0.8751,0.4702,0.8197,0.266,195,0.6558
55667c6fbd05ecaf955e7f3394d49d3a,55667c6fbd05ecaf955e7f3394d49d3a,1olt-assembly1_A,0.5924,0.5342,0.2223,0.7716,0.101,433,0.3714
55667d6e3268ca5f770c337ffeb88e75,55667d6e3268ca5f770c337ffeb88e75,4n78-assembly1_B,0.4704,0.4685,0.1058,0.5055,0.003,815,0.261
55667ddcd585ef17f7651ca4e02de961,55667ddcd585ef17f7651ca4e02de961,2kd7-assembly1_A,0.6118,0.4567,0.482,0.4252,0.027,181,0.4348
55668038a706e40f8e769f9b39958134,55668038a706e40f8e769f9b39958134,6qws-assembly1_A,0.4855,0.4687,0.06719,0.3576,0.013,737,0.2466
5566805b9c2bbbba44b8a85120187233,5566805b9c2bbbba44b8a85120187233,6edd-assembly2_B,0.9345,0.9191,0.8279,0.7823,0.219,191,0.8586
556680a765e30000c9c5dc98b10b1136,556680a765e30000c9c5dc98b10b1136,9eag-assembly1_A,0.5162,0.5045,0.02719,0.3672,0.016,425,0.2448
5566818f0154dc617d43a0a129c82059,5566818f0154dc617d43a0a129c82059,8tb9-assembly1_D,0.4902,0.3628,0.1684,0.3523,0.029,169,0.2463
5566822d4d0a2572f393739421bcdb89,5566822d4d0a2572f393739421bcdb89,8f8q-assembly1_H,0.5541,0.4287,0.2864,0.6268,0.03,197,0.3437
556682b275863b8e2157932d3f0bc868,556682b275863b8e2157932d3f0bc868,7mit-assembly1_A,0.4985,0.3911,0.2128,0.4516,0.023,341,0.2789
5566841687aea6f43cb1e28b4160fc92,5566841687aea6f43cb1e28b4160fc92,1r7l-assembly1_B,0.668,0.412,0.6212,0.6192,0.115,121,0.493
5566852b3f70eb720980fbafdb1a4b4c,5566852b3f70eb720980fbafdb1a4b4c,8ea4-assembly1_X,0.7371,0.4973,0.1852,0.7507,0.131,144,0.3268
556685b84c96c03fbb2e8fb94b966bc6,556685b84c96c03fbb2e8fb94b966bc6,3bez-assembly1_C,0.6787,0.6651,0.265,0.7229,0.178,247,0.4435
55668681ff406f09708845606d6f36ee,55668681ff406f09708845606d6f36ee,7w1m-assembly1_D,0.4702,0.4453,0.1083,0.3976,0.037,348,0.2532
5566880a9b316f3a5752c3d0c6c2e09c,5566880a9b316f3a5752c3d0c6c2e09c,4tq3-assembly1_A,0.5476,0.4587,0.3091,0.3948,0.043,182,0.3571
556688588c34eeab6fcc740c16148caf,556688588c34eeab6fcc740c16148caf,6hrc-assembly2_D,0.9548,0.9386,0.2922,0.8397,0.383,172,0.6086
556688f2a8637db77b2feb67ffb4abed,556688f2a8637db77b2feb67ffb4abed,6z2w-assembly1_E,0.4565,0.4465,0.04669,0.3558,0.041,262,0.2272
55668904a7ec6a9974ffc4573b0abeb4,55668904a7ec6a9974ffc4573b0abeb4,4qim-assembly1_A,0.7013,0.5908,0.2388,0.5903,0.047,315,0.4006
556689d81c2d73949df83d7921e5f9a4,556689d81c2d73949df83d7921e5f9a4,2p6s-assembly1_H,0.8351,0.7488,0.8303,0.692,0.131,167,0.755
55668a17125372585ec0c91daa88a84d,55668a17125372585ec0c91daa88a84d,7yqh-assembly1_D,0.4265,0.3572,0.1934,0.4037,0.029,340,0.253
55668b3bb8c053bcdd1ffea0180f55ce,55668b3bb8c053bcdd1ffea0180f55ce,9f0l-assembly1_A,0.4703,0.4682,0.1298,0.3721,0.015,387,0.2782
55668baa9ca5761618e150d9e49bba79,55668baa9ca5761618e150d9e49bba79,3lod-assembly1_A,0.926,0.7757,0.9198,0.7764,0.331,163,0.8356
55668bad2a7e47131f32b474a4c4fb8c,55668bad2a7e47131f32b474a4c4fb8c,4p84-assembly1_A,0.8509,0.8462,0.7978,0.7541,0.267,187,0.8017
55668be8ddcd4228cfaddfa31cc2177b,55668be8ddcd4228cfaddfa31cc2177b,7of6-assembly1_C,0.3937,0.3711,0.1894,0.48,0.016,363,0.2571
55668cbee22a7eb284d4295e86dd31ed,55668cbee22a7eb284d4295e86dd31ed,8jhz-assembly1_A,0.4719,0.423,0.03908,0.3357,0.005,1182,0.2144
55668ce95aea4ffd536a1c04f222d01d,55668ce95aea4ffd536a1c04f222d01d,6aho-assembly1_A,0.4705,0.4684,0.1105,0.3071,0.023,253,0.2719
55668def931270117eab150eda8a45b6,55668def931270117eab150eda8a45b6,3ewk-assembly1_A,0.6427,0.4444,0.3499,0.5536,0.107,158,0.3801
55668e488fab9a7defcf759d984bec85,55668e488fab9a7defcf759d984bec85,8h6e-assembly1_5D,0.4765,0.37,0.04742,0.3464,0.009,654,0.1887
55668ec390c77a51079535882ea0674d,55668ec390c77a51079535882ea0674d,2jq5-assembly1_A,0.7915,0.5116,0.6645,0.6241,0.15,113,0.5645
556691b64baec3b42672fcab898aa65c,556691b64baec3b42672fcab898aa65c,2w1n-assembly1_A,0.6974,0.5421,0.4198,0.5708,0.051,193,0.4557
556693a19fd98ca498b2806e5ff37b20,556693a19fd98ca498b2806e5ff37b20,8h4i-assembly1_R,0.4914,0.4739,0.3211,0.3881,0.03,297,0.3678
5566942c0a55aa5f89c3d51598c7e0cf,5566942c0a55aa5f89c3d51598c7e0cf,6e2p-assembly1_A,0.4448,0.4272,0.1943,0.3218,0.025,388,0.287
5566952d67897be74b831a41b0d6b223,5566952d67897be74b831a41b0d6b223,6g5g-assembly1_B,0.3527,0.3217,0.08983,0.3881,0.006,736,0.1891
5566954bcb4553af276052449357bb5d,5566954bcb4553af276052449357bb5d,1vgj-assembly1_A,0.9153,0.9103,0.8498,0.7668,0.269,178,0.859
556695f1f90a7dc71fb6d38298d6e2f6,556695f1f90a7dc71fb6d38298d6e2f6,3jz6-assembly1_B,0.3596,0.3502,0.1941,0.3372,0.012,312,0.2505
556696fbf5aa9baa8bafa15ab0474df7,556696fbf5aa9baa8bafa15ab0474df7,7zr1-assembly1_C,0.5189,0.4617,0.1221,0.6817,0.035,200,0.2757
5566975bcd973785a7ad4cdc88dd8a56,5566975bcd973785a7ad4cdc88dd8a56,6gxc-assembly1_A,0.5336,0.4167,0.1245,0.3988,0.012,385,0.2535
55669806d17cc675640ddc50fb996cda,55669806d17cc675640ddc50fb996cda,1wdm-assembly1_A,0.4494,0.4241,0.1344,0.3303,0.011,672,0.2574
55669970505f046582be98f4e96416ef,55669970505f046582be98f4e96416ef,5na8-assembly1_A,0.4955,0.4854,0.1569,0.3983,0.031,282,0.2989
556699b95dfc8a6a4c062b62cd28df02,556699b95dfc8a6a4c062b62cd28df02,3m3w-assembly1_A,0.4257,0.4217,0.2792,0.529,0.014,273,0.3299
55669a9c692c443772add16eb95097d4,55669a9c692c443772add16eb95097d4,5fjn-assembly2_B,0.5882,0.5201,0.221,0.5412,0.119,209,0.3573
55669ab1d3fb6d91b98f614c28ad8987,55669ab1d3fb6d91b98f614c28ad8987,8ear-assembly1_A,0.4561,0.4542,0.04748,0.4154,0.005,1537,0.2298
55669ad34feaa6b2db5d77764fb103cd,55669ad34feaa6b2db5d77764fb103cd,7buw-assembly1_A,0.4579,0.4218,0.2564,0.4847,0.034,259,0.3163
55669b9fd509dc371f6701801b716cfc,55669b9fd509dc371f6701801b716cfc,8vuy-assembly1_A,0.472,0.4675,0.1213,0.4189,0.011,523,0.2776
55669d43ab4cd2257aab483e27f832aa,55669d43ab4cd2257aab483e27f832aa,8j07-assembly1_g6,0.464,0.4629,0.02839,0.3179,0.004,2509,0.2252
55669d486c8065cf4413597960eddda1,55669d486c8065cf4413597960eddda1,6oe6-assembly1_A,0.7696,0.5069,0.653,0.588,0.114,114,0.5531
55669e27938c0a5b8eab5dedc2d2e6dc,55669e27938c0a5b8eab5dedc2d2e6dc,3h25-assembly1_A,0.4969,0.4593,0.4228,0.3934,0.039,202,0.4103
5566a115730f7348fc516603aa8eb11f,5566a115730f7348fc516603aa8eb11f,7jti-assembly1_A,0.7427,0.615,0.3693,0.5395,0.067,223,0.47
5566a4db4fb7f61c95a7e170a08dd30a,5566a4db4fb7f61c95a7e170a08dd30a,1vaj-assembly1_A,0.9417,0.9311,0.789,0.8534,0.315,187,0.8485
5566a694cad7af3df01e4dc72325b986,5566a694cad7af3df01e4dc72325b986,3ubr-assembly1_B,0.6529,0.5591,0.2352,0.6394,0.038,419,0.3849
5566a788ee33423a3b3fd2d3f2cd9316,5566a788ee33423a3b3fd2d3f2cd9316,8ses-assembly1_B,0.524,0.4564,0.02387,0.4706,0.005,1972,0.2244
5566a98204659767328ddf267654ad2d,5566a98204659767328ddf267654ad2d,6n2o-assembly1_A,0.9047,0.8997,0.2869,0.7461,0.196,178,0.5808
5566ab7a0cfd17a4d724ae6a0860740d,5566ab7a0cfd17a4d724ae6a0860740d,6whj-assembly1_B,0.732,0.7284,0.4025,0.5891,0.078,280,0.5389
5566ac6fcd4779c7f96f7595018ceecf,5566ac6fcd4779c7f96f7595018ceecf,6pe4-assembly1_A,0.4609,0.3804,0.1117,0.4385,0.008,725,0.2276
5566acbd6bc0fdb7daad4138e0b708d0,5566acbd6bc0fdb7daad4138e0b708d0,2dne-assembly1_A,0.846,0.5198,0.7886,0.74,0.333,108,0.6365
5566ad52145f7ca0bf451ff24faf49ab,5566ad52145f7ca0bf451ff24faf49ab,2eey-assembly1_A,0.9522,0.8923,0.9464,0.8713,0.398,163,0.909
5566adb61f52fa968c6addf5fbc69f7f,5566adb61f52fa968c6addf5fbc69f7f,4mgs-assembly1_A,0.7234,0.5964,0.7144,0.5364,0.066,166,0.6253
5566ae45bb0d3ff3b5f18f568cb8c357,5566ae45bb0d3ff3b5f18f568cb8c357,4w4v-assembly1_A,0.4611,0.4448,0.255,0.485,0.047,314,0.3267
5566aee8cd68cb1958dace0502ab1fe5,5566aee8cd68cb1958dace0502ab1fe5,3nvq-assembly1_F,0.5627,0.4581,0.1896,0.4573,0.02,200,0.3054
5566afecb9cf6cf5751fce43a670abab,5566afecb9cf6cf5751fce43a670abab,6sly-assembly1_A,0.7631,0.4835,0.7319,0.5064,0.068,146,0.5782
5566b025eb91e85920cc00d8b6667487,5566b025eb91e85920cc00d8b6667487,5dzc-assembly1_A-2,0.3947,0.3783,0.1084,0.2721,0.009,325,0.2234
5566b0af858b5e5e8fedd7bb1c15386e,5566b0af858b5e5e8fedd7bb1c15386e,5kl0-assembly1_A,0.9559,0.7371,0.2853,0.8666,0.484,132,0.5066
5566b18be63e6c5966f35c5fa2312407,5566b18be63e6c5966f35c5fa2312407,6b9s-assembly3_F,0.7861,0.4455,0.2025,0.6993,0.126,95,0.3154
5566b33c0a13415eb7c4a84d76b59f92,5566b33c0a13415eb7c4a84d76b59f92,8p2s-assembly1_A,0.8264,0.7234,0.2374,0.8,0.331,181,0.4728
5566b374bfce7609b9a34e604fb6dcc8,5566b374bfce7609b9a34e604fb6dcc8,8dfv-assembly1_A,0.4684,0.4494,0.06549,0.327,0.028,421,0.2362
5566b37e9bc321cd51c8de3e3de5546f,5566b37e9bc321cd51c8de3e3de5546f,1e2s-assembly1_P-2,0.8489,0.8393,0.3084,0.7857,0.262,183,0.5651
5566b48c5dffbaea7df5f5114ff9214d,5566b48c5dffbaea7df5f5114ff9214d,8a7f-assembly1_A,0.906,0.8571,0.4181,0.8427,0.187,165,0.6258
5566b4e43f7cfae63b8e175aae66a387,5566b4e43f7cfae63b8e175aae66a387,6zea-assembly1_A,0.6295,0.5731,0.3351,0.598,0.091,229,0.4387
5566b53c8ee3fd41e25688c8e44f5a84,5566b53c8ee3fd41e25688c8e44f5a84,5a7d-assembly4_D,0.7622,0.7585,0.4079,0.6316,0.062,207,0.5536
5566b572723d7ab29a072b7db73550d8,5566b572723d7ab29a072b7db73550d8,5iv5-assembly1_O,0.6461,0.6226,0.2225,0.6287,0.141,226,0.4066
5566b763abbe44b49805afc7e0bfcf02,5566b763abbe44b49805afc7e0bfcf02,7fin-assembly1_R,0.5171,0.4566,0.2347,0.4925,0.027,252,0.3229
5566b8cd09c0eeede71af940ed54f4f3,5566b8cd09c0eeede71af940ed54f4f3,3vkg-assembly2_A,0.4147,0.4034,0.03866,0.3501,0.006,1601,0.1981
5566baa1b2e4a6f37f395c57b34314fd,5566baa1b2e4a6f37f395c57b34314fd,5zl5-assembly1_B,0.7652,0.7615,0.3257,0.5458,0.047,337,0.5215
5566bb985d57da37be49f4daba4652b4,5566bb985d57da37be49f4daba4652b4,1xkj-assembly1_A,0.4677,0.4659,0.2871,0.3286,0.015,320,0.3423
5566bc11a0f6c386efdacfd182574fad,5566bc11a0f6c386efdacfd182574fad,5zeb-assembly1_e,0.9273,0.917,0.7863,0.853,0.433,180,0.8424
5566bccf0cd32d31ce62473ac2ec41ac,5566bccf0cd32d31ce62473ac2ec41ac,6qpa-assembly1_B,0.8192,0.8149,0.4731,0.6118,0.053,300,0.6211
5566bd72b49624896b881ee433ac6e95,5566bd72b49624896b881ee433ac6e95,3ufi-assembly1_A,0.681,0.5111,0.3326,0.4785,0.052,190,0.4008
5566bdd673af536c4ec120fc40c23153,5566bdd673af536c4ec120fc40c23153,7cb8-assembly1_A,0.4096,0.3635,0.1839,0.3396,0.013,365,0.2538
5566c06d2ae9f7d6c74d70c8e5f2af8f,5566c06d2ae9f7d6c74d70c8e5f2af8f,2x6n-assembly1_B,0.7948,0.6661,0.6331,0.5561,0.122,171,0.6262
5566c07872f9e21fa072c16a3fdc5b37,5566c07872f9e21fa072c16a3fdc5b37,7qh5-assembly1_A,0.5204,0.5112,0.3171,0.4575,0.061,245,0.3836
5566c08576274a7a03144a45463ca68a,5566c08576274a7a03144a45463ca68a,6p7v-assembly1_A,0.5307,0.4724,0.2167,0.4679,0.016,425,0.3187
5566c15b2f11f290de9ad0ae33f6e5a8,5566c15b2f11f290de9ad0ae33f6e5a8,4zsv-assembly1_A,0.4591,0.4568,0.2868,0.5188,0.016,302,0.3505
5566c19ad65bb216b0fc0a6f006ac409,5566c19ad65bb216b0fc0a6f006ac409,8iyj-assembly1_T3,0.6193,0.4281,0.1738,0.8322,0.033,179,0.2946
5566c1ce308d770b019406cc6d10587c,5566c1ce308d770b019406cc6d10587c,3jcr-assembly1_A,0.4181,0.3765,0.04388,0.3596,0.006,898,0.1912
5566c2767a61cc0e5ca2ed1ff61d875d,5566c2767a61cc0e5ca2ed1ff61d875d,4dn7-assembly1_B,0.6565,0.6431,0.2936,0.5311,0.016,304,0.4494
5566c2f6ed11e1d5941dd228cbc5a640,5566c2f6ed11e1d5941dd228cbc5a640,8bwr-assembly1_A,0.5324,0.5302,0.1051,0.4027,0.007,949,0.2921
5566c45c044616094c31abf01d1bb623,5566c45c044616094c31abf01d1bb623,6qdv-assembly1_O,0.5176,0.3428,0.1566,0.4399,0.024,246,0.2341
5566c56971f7dac9ac6e754a49f55242,5566c56971f7dac9ac6e754a49f55242,2x17-assembly1_4,0.962,0.9565,0.951,0.9059,0.508,173,0.945
5566c60eec1bd42b4f3cb84284c20507,5566c60eec1bd42b4f3cb84284c20507,1c4o-assembly1_A,0.471,0.3633,0.1506,0.3067,0.006,463,0.2385
5566c7abcdb5d060e607e61d96834bf8,5566c7abcdb5d060e607e61d96834bf8,4ol8-assembly2_F,0.4195,0.406,0.2023,0.3263,0.024,457,0.2779
5566c7fc035f23ed0ef028233338fa57,5566c7fc035f23ed0ef028233338fa57,6xu6-assembly1_AC,0.8954,0.4581,0.3457,0.8477,0.627,86,0.3947
5566c95a1afc9259feefb70a1bee2864,5566c95a1afc9259feefb70a1bee2864,7otj-assembly2_B,0.6827,0.6791,0.2893,0.608,0.077,271,0.4678
5566ca390c54a3f176d3c1beb3622cf1,5566ca390c54a3f176d3c1beb3622cf1,5mmm-assembly1_y,0.7707,0.3295,0.4696,0.7313,0.083,72,0.3828
5566ca9fff3d874bf82a9edac39bdb1a,5566ca9fff3d874bf82a9edac39bdb1a,8i13-assembly1_A,0.4447,0.364,0.08061,0.362,0.007,952,0.2055
5566cb41057983677c01133eedb6a065,5566cb41057983677c01133eedb6a065,8j07-assembly1_G,0.3534,0.3235,0.1445,0.3824,0.011,360,0.2177
5566cb71a16f3766de4a647f715f8186,5566cb71a16f3766de4a647f715f8186,5ayo-assembly1_A,0.4854,0.4748,0.2417,0.5424,0.037,345,0.3311
5566cb969b3f1f20ca1f2e308d0380ea,5566cb969b3f1f20ca1f2e308d0380ea,6guo-assembly1_A,0.5206,0.4675,0.3072,0.4091,0.037,294,0.3567
5566cbb240bc4bb1e9daa1f8f1a666dd,5566cbb240bc4bb1e9daa1f8f1a666dd,6yjk-assembly1_A,0.5622,0.5571,0.3343,0.4375,0.018,274,0.4144
5566cc97474bae71cca04f4315d1acc1,5566cc97474bae71cca04f4315d1acc1,7zjm-assembly1_A,0.5756,0.4901,0.3965,0.4476,0.008,226,0.4177
5566ccef6d6a5fe8a6062ccd31c6d8f3,5566ccef6d6a5fe8a6062ccd31c6d8f3,5ucd-assembly1_B,0.6601,0.6529,0.2724,0.6369,0.166,325,0.4503
5566ce85694c637ed55c473b30b6e8dd,5566ce85694c637ed55c473b30b6e8dd,5hz7-assembly1_A,0.5918,0.5604,0.2217,0.5177,0.029,510,0.3739
5566cfe4a33ed0c00142a145356479b2,5566cfe4a33ed0c00142a145356479b2,7jg6-assembly1_8,0.7615,0.3312,0.6376,0.5031,0.054,74,0.4535
5566d082d555bd6e929e20b9f02f1565,5566d082d555bd6e929e20b9f02f1565,3k0f-assembly1_C,0.7764,0.756,0.2881,0.6464,0.109,192,0.5068
5566d1eb6c7159755dc5725723b36e59,5566d1eb6c7159755dc5725723b36e59,6brl-assembly1_A,0.9206,0.9156,0.3254,0.8173,0.138,253,0.6104
5566d2526fbaf71ec682705c4091cf60,5566d2526fbaf71ec682705c4091cf60,7a7d-assembly1_d,0.6296,0.5907,0.22,0.4992,0.094,233,0.383
5566d3181c869dcc8cf5e68ebb512e55,5566d3181c869dcc8cf5e68ebb512e55,6q10-assembly1_A,0.7742,0.4553,0.5234,0.5604,0.066,105,0.4689
5566d31c93ed4a65b5f02d7a080da74d,5566d31c93ed4a65b5f02d7a080da74d,6wsg-assembly1_E,0.9069,0.8668,0.4475,0.852,0.573,169,0.6458
5566d41df5c304b713826bba84163398,5566d41df5c304b713826bba84163398,8sxu-assembly1_A,0.6684,0.6651,0.185,0.5096,0.038,387,0.4021
5566d589bd5817479122aef7b1a98b21,5566d589bd5817479122aef7b1a98b21,5cu1-assembly1_A,0.7695,0.6916,0.6017,0.6187,0.122,172,0.6247
5566d67d31d00830fe281a5590fb9d23,5566d67d31d00830fe281a5590fb9d23,7qh2-assembly1_F,0.8951,0.871,0.3373,0.7823,0.197,172,0.5888
5566d7e8138dda137334c074518e3b0c,5566d7e8138dda137334c074518e3b0c,6f7k-assembly1_A,0.6863,0.6657,0.2361,0.5278,0.068,250,0.4313
